timestamp,dateofrequest,inquirytype,howcontacted,researchtype,servicetimeminutes,datecompleted
2020-03-20 9:55:22,2020-03-20,Public,Email,Transcript request/Education verification,15,2020-03-20
2020-03-20 11:07:46,2020-03-20,Public,Telephone,Vital records,5,2020-03-20
2020-03-20 12:16:15,2020-03-20,Public,Email,Environmental research,5,2020-03-20
2020-03-20 16:49:39,2020-03-20,Public,Telephone,Other,5,2020-03-20
2020-03-23 0:00:00,2020-03-23,Public,email,building or landscape research,10,
2020-03-23 9:30:26,2020-03-23,Public,Telephone,Other,5,2020-03-23
2020-03-23 10:14:51,2020-03-23,Public,Telephone,Building or landscape research,5,2020-03-23
2020-03-23 13:22:39,2020-03-22,Public,Email,Genealogy,15,2020-03-23
2020-03-23 13:25:26,2020-03-20,Public,Email,Transcript request/Education verification,60,2020-03-23
2020-03-24 8:59:08,2020-03-24,Public,Email,Graduate academic research,10,2020-03-24
2020-03-24 9:59:25,2020-03-24,Public,Telephone,Other,5,2020-03-24
2020-03-25 10:42:29,2020-03-25,Public,Email,"Journalism (newspaper, magazine, television, web news source)",60,2020-03-25
2020-03-25 11:15:35,2020-03-25,Public,Telephone,Genealogy,5,2020-03-25
2020-03-25 11:40:47,2020-03-25,Public,Telephone,General historical research,10,2020-03-25
2020-03-25 14:13:56,2020-03-25,Public,Telephone,Transcript request/Education verification,5,2020-03-25
2020-03-25 14:35:17,2020-03-25,Public,Telephone,Other,5,2020-03-25
2020-03-25 14:37:15,2020-03-25,State Government Department,Telephone,Building or landscape research,5,2020-03-25
2020-03-25 14:52:20,2020-03-25,Public,Email,Transcript request/Education verification,5,2020-03-25
2020-03-26 11:59:22,2020-03-26,City Government Department,Email,Transcript request/Education verification,20,2020-03-26
2020-03-26 16:37:24,2020-03-26,Public,Telephone,Building or landscape research,5,2020-03-26
2020-03-27 12:27:13,2020-03-27,City Government Department,Email,Vital records,10,2020-03-27
2020-03-27 12:35:46,2020-03-25,Public,Email,Environmental research,15,2020-03-26
2020-03-27 15:17:50,2020-03-27,Public,Telephone,Building or landscape research,5,2020-03-27
2020-03-30 10:46:15,2020-03-30,Public,Telephone,Building or landscape research,5,2020-03-30
2020-03-30 11:17:27,2020-03-30,Public,Telephone,Building or landscape research,5,2020-03-30
2020-03-30 11:53:38,2020-03-30,Public,Telephone,Other,5,2020-03-30
2020-03-30 16:37:06,2020-03-30,Public,Telephone,Other,5,2020-03-30
2020-03-31 11:32:32,2020-03-31,Public,Telephone,Other,5,2020-03-31
2020-03-31 14:09:05,2020-03-31,Public,Telephone,Building or landscape research,5,2020-03-31
2020-03-31 15:13:16,2020-03-31,Public,Email,Genealogy,10,2020-03-31
2020-03-31 15:15:15,2020-03-30,Public,Email,Genealogy,15,2020-03-31
2020-03-31 15:17:07,2020-03-31,Public,Telephone,Other,5,2020-03-31
2020-03-31 15:33:11,2020-03-31,Public,Email,Genealogy,15,2020-03-31
2020-04-01 14:42:13,2020-04-01,Public,Telephone,Genealogy,15,2020-04-01
2020-04-01 14:43:08,2020-04-01,Public,Email,Copyright inquiry,5,2020-04-01
2020-04-01 15:16:31,2020-04-01,Public,Email,Book or academic article,15,2020-04-01
2020-04-01 15:56:38,2020-04-01,Public,Email,Building or landscape research,60,2020-04-01
2020-04-01 15:57:37,2020-04-01,State Government Department,Email,Building or landscape research,15,2020-04-01
2020-04-02 11:44:36,2020-04-02,Public,Email,Genealogy,,2020-04-02
2020-04-03 9:46:52,2020-04-03,Public,Telephone,Other,5,2020-04-03
2020-04-03 13:13:18,2020-04-03,Public,Telephone,Vital records,5,2020-04-03
2020-04-03 13:14:18,2020-04-03,Public,Telephone,Building or landscape research,5,2020-04-03
2020-04-06 11:07:06,2020-04-06,Public,Email,General historical research,10,2020-04-06
2020-04-06 11:10:20,2020-04-06,Public,Email,Building or landscape research,15,2020-04-06
2020-04-06 11:12:16,2020-04-06,City Government Department,Email,Copyright inquiry,10,2020-04-06
2020-04-06 11:58:40,2020-04-06,Public,Telephone,Vital records,5,2020-04-06
2020-04-06 15:48:11,2020-04-06,Public,Telephone,Building or landscape research,5,2020-04-06
2020-04-07 16:01:22,2020-04-07,Public,Telephone,Building or landscape research,5,2020-04-07
2020-04-08 8:53:11,2020-04-08,Public,Email,Book or academic article,5,2020-04-08
2020-04-08 11:03:57,2020-04-08,Public,Email,Genealogy,10,2020-04-08
2020-04-08 11:38:01,2020-04-08,Public,Telephone,Vital records,5,2020-04-08
2020-04-08 11:39:24,2020-04-08,Public,Telephone,General historical research,5,2020-04-08
2020-04-09 10:50:44,2020-04-09,Public,Telephone,Genealogy,5,2020-04-09
2020-04-10 9:59:36,2020-04-10,Public,Email,General historical research,10,2020-04-10
2020-04-10 10:01:40,2020-04-10,Public,Email,Building or landscape research,10,2020-04-10
2020-04-10 11:13:28,2020-04-10,Public,Email,Legal research,20,2020-04-10
2020-04-13 15:05:07,2020-04-13,Public,Social Media,Genealogy,10,2020-04-13
2020-04-13 15:06:42,2020-04-13,Public,Email,Building or landscape research,10,2020-04-13
2020-04-13 16:57:16,2020-04-13,Public,Telephone,Other,5,2020-04-13
2020-04-14 15:52:28,2020-04-14,Public,Telephone,Vital records,5,2020-04-14
2020-04-14 15:53:11,2020-04-14,Public,Telephone,Vital records,5,2020-04-14
2020-04-14 15:53:59,2020-04-14,Public,Telephone,Other,5,2020-04-14
2020-04-14 15:55:03,2020-04-14,Public,Telephone,General historical research,5,2020-04-14
2020-04-14 15:56:33,2020-04-14,Public,Email,Environmental research,10,2020-04-14
2020-04-14 15:57:16,2020-04-14,Public,Email,Environmental research,10,2020-04-14
2020-04-14 15:59:18,2020-04-14,City Government Department,Email,Vital records,30,2020-04-14
2020-04-14 16:00:19,2020-04-14,Public,Email,Building or landscape research,20,2020-04-14
2020-04-14 16:07:06,2020-04-14,Public,Email,Building or landscape research,5,2020-04-14
2020-04-14 16:13:25,2020-04-14,Public,Email,General historical research,20,2020-04-14
2020-04-14 16:23:21,2020-04-14,Public,Email,General historical research,15,2020-04-14
2020-04-15 10:31:03,2020-04-15,Public,Telephone,Building or landscape research,10,2020-04-15
2020-04-15 11:06:51,2020-04-14,Public,Email,Transcript request/Education verification,5,2020-04-14
2020-04-15 11:24:01,2020-04-15,Public,Telephone,Graduate academic research,5,2020-04-15
2020-04-15 16:29:11,2020-04-15,Public,Email,Book or academic article,15,2020-04-15
2020-04-16 14:23:44,2020-04-16,Public,Email,Genealogy,15,2020-04-16
2020-04-16 14:37:34,2020-04-16,State Government Department,Email,Legal research,10,2020-04-16
2020-04-16 14:47:29,2020-04-16,Public,Email,Book or academic article,15,2020-04-16
2020-04-16 16:09:03,2020-04-16,Public,Telephone,Vital records,5,2020-04-16
2020-04-17 13:21:08,2020-04-17,Public,Telephone,Building or landscape research,5,2020-04-17
2020-04-17 15:04:04,2020-04-17,Public,Telephone,Legal research,5,2020-04-17
2020-04-17 16:03:40,2020-04-17,Public,Social Media,Genealogy,10,2020-04-17
2020-04-21 9:48:20,2020-04-17,Public,Email,Transcript request/Education verification,10,2020-04-21
2020-04-21 11:01:17,2020-04-16,Public,Email,Graduate academic research,5,2020-04-17
2020-04-21 16:12:36,2020-04-21,Public,Email,General historical research,20,2020-04-21
2020-04-21 16:14:19,2020-04-21,Public,Email,Undergraduate academic research,15,2020-04-21
2020-04-21 16:16:33,2020-04-21,Public,Email,General historical research,15,2020-04-21
2020-04-21 16:20:41,2020-04-21,Public,Email,Copyright inquiry,5,2020-04-21
2020-04-22 12:19:39,2020-04-22,Public,Telephone,Building or landscape research,5,2020-04-22
2020-04-22 12:20:09,2020-04-22,Public,Telephone,Building or landscape research,5,2020-04-22
2020-04-22 12:21:33,2020-04-22,City Government Department,Email,Vital records,30,2020-04-22
2020-04-22 12:22:26,2020-04-22,Public,Email,Environmental research,15,2020-04-22
2020-04-22 12:59:16,2020-04-22,Public,Email,General historical research,20,2020-04-22
2020-04-22 16:06:03,2020-04-21,Public,Email,Book or academic article,20,2020-04-21
2020-04-22 16:09:37,2020-04-22,Public,Email,Book or academic article,10,2020-04-22
2020-04-22 16:12:46,2020-04-22,Public,Email,General historical research,10,2020-04-22
2020-04-22 16:20:15,2020-04-22,Public,Email,Building or landscape research,20,2020-04-22
2020-04-23 11:30:16,2020-04-23,Public,Telephone,Other,5,2020-04-23
2020-04-23 12:10:16,2020-04-23,Public,Email,Building or landscape research,45,2020-04-23
2020-04-23 15:39:40,2020-04-23,Public,Telephone,Vital records,5,2020-04-23
2020-04-24 15:40:02,2020-04-24,City Government Department,Email,General historical research,150,2020-04-24
2020-04-24 15:41:03,2020-04-24,Public,Telephone,General historical research,5,2020-04-24
2020-04-24 15:42:41,2020-04-24,City Government Department,Email,Vital records,5,2020-04-24
2020-04-27 9:05:09,2020-04-26,Public,Email,Transcript request/Education verification,5,2020-04-27
2020-04-27 12:35:11,2020-04-27,City Government Department,Telephone,Legal research,5,2020-04-27
2020-04-28 8:44:51,2020-04-23,Public,Email,Legal research,20,2020-04-24
2020-04-28 8:47:08,2020-04-24,Public,Email,General historical research,10,2020-04-27
2020-04-28 8:48:55,2020-04-24,Public,Email,Genealogy,10,2020-04-27
2020-04-28 8:50:22,2020-04-24,Public,Email,Building or landscape research,20,2020-04-27
2020-04-28 8:52:27,2020-04-27,City Government Department,Email,Vital records,10,2020-04-27
2020-04-28 9:42:06,2020-04-24,Public,Email,Book or academic article,5,2020-04-28
2020-04-28 15:21:03,2020-04-28,Public,Telephone,Vital records,5,2020-04-28
2020-04-28 16:39:29,2020-04-28,Public,Telephone,Other,5,2020-04-28
2020-04-28 16:40:25,2020-04-28,Public,Telephone,Building or landscape research,5,2020-04-28
2020-04-28 16:41:29,2020-04-28,Public,Telephone,Building or landscape research,5,2020-04-28
2020-04-29 11:35:06,2020-04-29,City Government Department,Email,Vital records,15,2020-04-29
2020-04-29 12:19:31,2020-04-29,City Government Department,Email,General historical research,90,2020-04-29
2020-04-29 13:10:26,2020-04-29,City Government Department,Email,Building or landscape research,15,2020-04-29
2020-04-29 13:48:33,2020-04-29,Public,Email,Building or landscape research,20,2020-04-29
2020-04-29 13:50:25,2020-04-29,City Government Department,Email,Building or landscape research,180,2020-04-29
2020-04-29 13:51:16,2020-04-29,Public,Email,Environmental research,10,2020-04-29
2020-04-29 13:52:10,2020-04-29,City Government Department,Email,Legal research,5,2020-04-29
2020-04-29 16:27:58,2020-04-29,Public,Telephone,Other,5,2020-04-29
2020-04-30 10:13:28,2020-04-30,Public,Telephone,Transcript request/Education verification,5,2020-04-30
2020-05-01 10:36:28,2020-05-01,City Government Department,Email,General historical research,90,2020-05-01
2020-05-01 10:58:07,2020-05-30,Public,Email,Building or landscape research,20,2020-05-01
2020-05-04 9:06:42,2020-05-01,Public,Email,Transcript request/Education verification,10,2020-05-04
2020-05-04 14:53:42,2020-05-04,Public,Email,General historical research,5,2020-05-04
2020-05-04 14:54:33,2020-05-04,Public,Telephone,Building or landscape research,5,2020-05-04
2020-05-04 15:23:35,2020-05-04,Public,Telephone,Building or landscape research,5,2020-05-04
2020-05-04 16:06:48,2020-05-04,Public,Email,General historical research,5,2020-05-04
2020-05-05 9:58:03,2020-05-05,Public,Telephone,Other,5,2020-05-05
2020-05-05 10:14:12,2020-05-05,Public,Telephone,Other,5,2020-05-05
2020-05-05 10:26:39,2020-05-04,Public,Email,Building or landscape research,15,2020-05-05
2020-05-05 10:29:54,2020-05-04,Public,Email,Genealogy,15,2020-05-05
2020-05-05 10:33:37,2020-04-29,Public,Email,Transcript request/Education verification,5,2020-05-05
2020-05-05 10:39:08,2020-05-05,Public,Email,Building or landscape research,5,2020-05-05
2020-05-05 14:04:16,2020-05-05,Public,Telephone,Transcript request/Education verification,5,2020-05-05
2020-05-05 16:07:08,2020-05-04,City Government Department,Email,General historical research,25,2020-05-04
2020-05-06 11:13:20,2020-05-06,City Government Department,Email,Building or landscape research,10,2020-05-06
2020-05-06 11:18:49,2020-05-06,City Government Department,Email,Vital records,10,2020-05-06
2020-05-06 11:20:39,2020-05-06,City Government Department,Email,Transcript request/Education verification,10,2020-05-06
2020-05-06 11:42:08,2020-05-06,Public,Telephone,Vital records,5,2020-05-06
2020-05-06 11:44:42,2020-05-06,Public,Email,Transcript request/Education verification,20,2020-05-06
2020-05-06 13:19:38,2020-05-06,Public,Email,Genealogy,10,2020-05-06
2020-05-06 13:22:47,2020-05-06,Public,Email,Genealogy,15,2020-05-06
2020-05-06 14:08:13,2020-05-06,Public,Social Media,Genealogy,15,2020-05-06
2020-05-06 14:21:30,2020-05-06,Public,Email,Building or landscape research,45,2020-05-06
2020-05-06 14:25:35,2020-05-06,Public,Email,Transcript request/Education verification,15,2020-05-06
2020-05-06 14:30:56,2020-05-06,Public,Email,Building or landscape research,30,2020-05-06
2020-05-06 14:36:04,2020-05-06,Public,Email,Building or landscape research,20,2020-05-06
2020-05-06 14:47:50,2020-05-06,Public,Email,Building or landscape research,30,2020-05-06
2020-05-06 14:53:08,2020-05-06,Public,Email,Building or landscape research,5,2020-05-06
2020-05-06 15:43:58,2020-05-06,Public,Email,General historical research,5,2020-05-06
2020-05-07 9:02:43,2020-05-07,Public,Email,Building or landscape research,5,2020-05-07
2020-05-07 9:38:18,2020-05-07,Public,Telephone,Building or landscape research,5,2020-05-07
2020-05-07 9:48:51,2020-05-07,Public,Email,Genealogy,10,2020-05-07
2020-05-07 10:51:00,2020-05-07,Public,Telephone,Other,5,2020-05-07
2020-05-08 9:48:38,2020-05-08,State Government Department,,Legal research,5,2020-05-08
2020-05-08 9:54:56,2020-05-08,Public,Telephone,Vital records,5,2020-05-08
2020-05-08 11:52:27,2020-05-08,Public,Email,Building or landscape research,30,2020-05-08
2020-05-08 13:21:47,2020-05-08,Public,Email,Building or landscape research,60,2020-05-08
2020-05-08 13:30:29,2020-05-08,Public,Email,Building or landscape research,30,2020-05-08
2020-05-08 14:04:14,2020-05-08,Public,Email,Environmental research,10,2020-05-08
2020-05-08 14:08:21,2020-04-23,Public,Email,Environmental research,15,2020-04-27
2020-05-08 14:39:52,2020-05-08,City Government Department,Email,Building or landscape research,30,2020-05-08
2020-05-11 9:37:12,2020-05-11,Public,Email,General historical research,10,2020-05-11
2020-05-11 10:14:26,2020-05-11,Public,Email,Transcript request/Education verification,10,2020-05-11
2020-05-11 10:25:44,2020-05-08,Public,Email,Graduate academic research,30,2020-05-11
2020-05-11 11:08:40,2020-05-11,Public,Email,Undergraduate academic research,30,2020-05-11
2020-05-11 11:20:36,2020-05-08,Public,Email,Film (documentary or feature),10,2020-05-11
2020-05-11 11:47:08,2020-05-11,Public,Email,Building or landscape research,60,2020-05-11
2020-05-11 12:46:11,2020-05-11,Public,Telephone,Transcript request/Education verification,5,2020-05-11
2020-05-11 15:18:22,2020-05-11,Public,Telephone,General historical research,5,2020-05-11
2020-05-11 16:26:44,2020-05-11,Public,Email,Other,5,2020-05-11
2020-05-11 16:28:09,2020-05-11,Public,Telephone,Other,5,2020-05-11
2020-05-11 17:18:35,2020-05-11,Public,Email,Vital records,5,2020-05-11
2020-05-11 17:19:26,2020-05-11,Public,Email,Vital records,5,2020-05-11
2020-05-12 11:23:33,2020-05-12,Public,Telephone,Vital records,5,2020-05-12
2020-05-12 12:03:11,2020-05-12,Public,Email,Building or landscape research,30,2020-05-12
2020-05-12 12:04:00,2020-05-12,Public,Telephone,Legal research,5,2020-05-12
2020-05-12 12:21:39,2020-05-06,Public,Email,Building or landscape research,5,2020-05-12
2020-05-12 13:20:35,2020-05-12,Public,Email,Legal research,5,2020-05-12
2020-05-12 16:27:41,2020-05-12,Public,Email,Building or landscape research,10,2020-05-12
2020-05-13 14:21:59,2020-05-13,Public,Telephone,Other,5,2020-05-13
2020-05-13 16:04:43,2020-05-13,Public,Telephone,Building or landscape research,5,2020-05-13
2020-05-14 10:46:18,2020-05-13,Public,Email,General historical research,15,2020-05-14
2020-05-14 10:47:38,2020-05-14,Public,Email,Building or landscape research,15,2020-05-14
2020-05-14 10:59:31,2020-05-14,Public,Email,Genealogy,10,2020-05-14
2020-05-15 10:24:39,2020-05-15,City Government Department,Email,Vital records,10,2020-05-15
2020-05-15 13:24:35,2020-05-14,City Government Department,Telephone,Legal research,30,2020-05-15
2020-05-15 13:25:31,2020-05-15,Public,Telephone,Building or landscape research,30,2020-05-15
2020-05-15 13:53:28,2020-05-15,Public,Email,Building or landscape research,20,2020-05-15
2020-05-15 14:51:46,2020-05-15,Public,Email,Environmental research,15,2020-05-15
2020-05-15 15:00:11,2020-05-13,Public,Email,General historical research,10,2020-05-13
2020-05-18 9:45:06,2020-05-15,Public,Email,Building or landscape research,10,2020-05-15
2020-05-18 9:45:51,2020-05-18,Public,Telephone,Other,5,2020-05-18
2020-05-18 14:20:09,2020-05-18,Public,Email,Transcript request/Education verification,10,2020-05-18
2020-05-18 15:04:51,2020-05-18,Public,Telephone,Other,5,2020-05-18
2020-05-18 15:14:53,2020-05-18,Public,Telephone,Transcript request/Education verification,5,2020-05-18
2020-05-18 15:33:33,2020-05-18,Public,Email,"Journalism (newspaper, magazine, television, web news source)",15,2020-05-18
2020-05-18 15:34:44,2020-05-18,Public,Email,Building or landscape research,15,2020-05-18
2020-05-18 15:36:22,2020-05-18,Public,Email,Genealogy,20,2020-05-18
2020-05-18 15:37:54,2020-05-18,Public,Email,Genealogy,5,2020-05-18
2020-05-18 15:39:06,2020-05-18,Public,Email,Genealogy,5,2020-05-18
2020-05-19 10:37:47,2020-05-19,Public,Email,Building or landscape research,20,2020-05-19
2020-05-19 10:48:49,2020-05-19,City Government Department,Email,Building or landscape research,10,2020-05-19
2020-05-19 11:19:22,2020-05-19,Public,Telephone,Building or landscape research,20,2020-05-19
2020-05-19 12:25:46,2020-05-19,Public,Telephone,Building or landscape research,5,2020-05-19
2020-05-19 12:45:36,2020-05-19,Public,Email,General historical research,20,2020-05-19
2020-05-19 14:39:18,2020-05-19,Public,Email,Building or landscape research,60,2020-05-19
2020-05-19 14:40:46,2020-05-18,Public,Telephone,Building or landscape research,5,2020-05-19
2020-05-19 14:56:07,2020-05-19,Public,Telephone,Other,5,2020-05-19
2020-05-19 14:58:39,2020-05-19,Public,Email,General historical research,5,2020-05-19
2020-05-19 16:04:04,2020-05-19,Public,Email,Building or landscape research,10,2020-05-19
2020-05-19 16:05:20,2020-05-19,Public,Email,Genealogy,15,2020-05-19
2020-05-19 16:42:28,2020-05-19,Public,Telephone,Building or landscape research,5,2020-05-19
2020-05-19 16:43:17,2020-05-19,Public,Telephone,Building or landscape research,5,2020-05-19
2020-05-20 9:25:51,2020-05-20,Public,Email,Genealogy,20,2020-05-20
2020-05-20 9:27:01,2020-05-20,Public,Social Media,General historical research,5,2020-05-20
2020-05-20 9:38:27,2020-05-18,Public,Social Media,General historical research,20,2020-05-20
2020-05-20 10:38:02,2020-05-20,Public,Telephone,Building or landscape research,5,2020-05-20
2020-05-20 10:38:39,2020-05-20,Public,Email,General historical research,5,2020-05-20
2020-05-20 10:39:29,2020-05-20,Public,Telephone,Building or landscape research,5,2020-05-20
2020-05-20 14:13:05,2020-05-20,Public,Telephone,Other,5,2020-05-20
2020-05-20 16:27:47,2020-05-20,Public,Telephone,Vital records,5,2020-05-20
2020-05-21 10:36:19,2020-05-21,Public,Telephone,Other,5,2020-05-21
2020-05-21 11:34:35,2020-05-20,Public,Email,General historical research,20,2020-05-21
2020-05-21 12:52:20,2020-05-21,Public,Telephone,Building or landscape research,5,2020-05-21
2020-05-21 13:25:16,2020-05-21,Public,Email,Building or landscape research,35,2020-05-21
2020-05-21 13:29:27,2020-05-21,Public,Email,Building or landscape research,30,2020-05-21
2020-05-21 13:57:23,2020-05-21,Public,Telephone,Other,5,2020-05-21
2020-05-21 15:58:16,2020-05-21,Public,Email,Genealogy,20,2020-05-21
2020-05-21 15:59:23,2020-05-21,Public,Email,Genealogy,15,2020-05-21
2020-05-21 16:00:49,2020-05-21,Public,Email,Vital records,5,2020-05-21
2020-05-21 16:24:11,2020-05-21,Public,Telephone,General historical research,5,2020-05-21
2020-05-22 11:27:12,2020-05-22,State Government Department,Email,Environmental research,20,2020-05-22
2020-05-22 11:28:16,2020-05-22,Public,Email,Book or academic article,10,2020-05-22
2020-05-22 12:37:00,2020-05-22,Public,Telephone,Vital records,5,2020-05-22
2020-05-22 14:04:08,2020-05-22,Public,Telephone,Transcript request/Education verification,5,2020-05-22
2020-05-22 14:42:43,2020-05-22,Public,Email,Transcript request/Education verification,20,2020-05-22
2020-05-26 9:51:43,2020-05-26,Public,Telephone,General historical research,5,2020-05-26
2020-05-26 9:59:04,2020-05-26,Public,Email,Genealogy,5,2020-05-26
2020-05-26 10:00:04,2020-05-26,Public,Email,Book or academic article,20,2020-05-26
2020-05-26 10:02:30,2020-05-26,Public,Email,Genealogy,10,2020-05-26
2020-05-26 10:44:22,2020-05-26,Public,Email,General historical research,5,2020-05-26
2020-05-26 11:46:23,2020-05-26,Public,Telephone,Transcript request/Education verification,5,2020-05-26
2020-05-26 12:00:28,2020-05-26,City Government Department,Telephone,Legal research,15,2020-05-26
2020-05-26 12:50:27,2020-05-26,Public,Telephone,Transcript request/Education verification,5,2020-05-26
2020-05-26 13:27:41,2020-05-26,Public,Telephone,Transcript request/Education verification,5,2020-05-26
2020-05-26 16:12:42,2020-05-26,Public,Email,Genealogy,15,2020-05-26
2020-05-26 16:25:00,2020-05-26,Public,Telephone,Other,5,2020-05-26
2020-05-26 16:45:44,2020-05-26,Public,Telephone,Other,5,2020-05-26
2020-05-27 12:01:13,2020-05-27,City Government Department,Email,Transcript request/Education verification,20,2020-05-27
2020-05-27 12:01:41,2020-05-27,Public,Telephone,Vital records,5,2020-05-27
2020-05-27 12:25:53,2020-05-27,City Government Department,Email,Building or landscape research,20,2020-05-27
2020-05-27 16:07:00,2020-05-27,Public,Telephone,Other,5,2020-05-27
2020-05-27 16:08:10,2020-05-27,City Government Department,Telephone,Legal research,5,2020-05-27
2020-05-28 11:15:27,2020-05-28,Public,Telephone,Vital records,5,2020-05-28
2020-05-28 13:45:38,2020-05-28,Public,Telephone,Other,5,2020-05-28
2020-05-28 13:59:13,2020-05-28,Public,Telephone,Building or landscape research,5,2020-05-28
2020-05-28 13:59:48,2020-05-28,Public,Telephone,Other,5,2020-05-28
2020-05-28 16:06:40,2020-05-28,Public,Telephone,Other,5,2020-05-28
2020-05-28 16:07:28,2020-05-28,Public,Telephone,Vital records,5,2020-05-28
2020-05-29 10:57:34,2020-05-29,Public,Telephone,Vital records,5,2020-05-29
2020-05-29 11:25:25,2020-05-28,City Government Department,Email,Legal research,30,2020-05-29
2020-05-29 11:27:51,2020-05-28,Public,Email,Genealogy,10,2020-05-28
2020-05-29 11:29:14,2020-05-27,Public,Email,Transcript request/Education verification,10,2020-05-28
2020-05-29 11:31:42,2020-05-27,State Government Department,Email,General historical research,15,2020-05-27
2020-06-01 9:24:38,2020-05-31,Public,Email,General historical research,10,2020-06-01
2020-06-01 11:15:27,2020-06-01,Public,Email,Building or landscape research,20,2020-06-01
2020-06-01 13:43:32,2020-06-01,Public,Email,Building or landscape research,45,2020-06-01
2020-06-01 14:47:52,2020-06-01,Public,Telephone,Building or landscape research,,2020-06-01
2020-06-01 14:48:40,2020-06-01,Public,Telephone,Building or landscape research,30,2020-06-01
2020-06-02 10:13:41,2020-06-01,Public,Email,General historical research,15,2020-06-01
2020-06-02 10:17:43,2020-06-01,Public,Email,Building or landscape research,10,2020-06-02
2020-06-02 11:25:02,2020-06-02,Public,Email,Building or landscape research,45,2020-06-02
2020-06-02 11:26:18,2020-06-02,Public,Telephone,Other,5,2020-06-02
2020-06-02 15:15:32,2020-06-01,City Government Department,Email,Legal research,30,2020-06-02
2020-06-02 15:51:16,2020-06-02,Public,Telephone,Transcript request/Education verification,5,2020-06-02
2020-06-02 16:39:59,2020-06-02,City Government Department,Telephone,Legal research,5,2020-06-02
2020-06-03 11:42:38,2020-06-03,Public,Email,General historical research,10,2020-06-03
2020-06-03 11:43:43,2020-06-03,Public,Email,General historical research,5,2020-06-03
2020-06-03 11:45:05,2020-06-03,Public,Email,General historical research,15,2020-06-03
2020-06-03 11:46:54,2020-06-03,Public,Email,Genealogy,30,2020-06-03
2020-06-03 13:17:13,2020-06-03,Public,Telephone,Other,5,2020-06-03
2020-06-03 13:17:50,2020-06-03,Public,Telephone,Transcript request/Education verification,5,2020-06-03
2020-06-03 13:18:28,2020-06-03,Public,Telephone,Other,,2020-06-03
2020-06-03 13:19:41,2020-06-03,City Government Department,Email,Legal research,120,2020-06-03
2020-06-03 13:20:39,2020-06-03,City Government Department,Email,Legal research,10,2020-06-03
2020-06-03 14:30:22,2020-06-03,City Government Department,Email,Legal research,10,2020-06-03
2020-06-03 14:40:58,2020-06-03,Public,Email,Genealogy,10,2020-06-03
2020-06-03 14:45:09,2020-06-02,Public,Telephone,Building or landscape research,30,2020-06-03
2020-06-03 15:43:00,2020-06-03,City Government Department,Email,Building or landscape research,35,2020-06-03
2020-06-03 15:43:49,2020-06-03,City Government Department,Email,Transcript request/Education verification,10,2020-06-03
2020-06-04 9:50:02,2020-06-03,Public,Email,Transcript request/Education verification,15,2020-06-04
2020-06-04 14:38:43,2020-06-04,Public,Email,General historical research,15,2020-06-04
2020-06-04 14:48:43,2020-06-04,Public,Telephone,Building or landscape research,5,2020-06-04
2020-06-04 15:08:32,2020-06-04,City Government Department,Email,General historical research,30,2020-06-04
2020-06-04 15:24:07,2020-06-04,Public,Email,Genealogy,20,2020-06-04
2020-06-04 15:28:24,2020-06-04,Public,Email,Genealogy,10,2020-06-04
2020-06-04 15:35:59,2020-06-04,Public,Email,Building or landscape research,5,2020-06-04
2020-06-04 15:53:11,2020-06-04,Public,Email,Other,5,2020-06-04
2020-06-04 16:37:10,2020-06-04,Public,Email,General historical research,5,2020-06-04
2020-06-05 9:42:08,2020-06-05,Public,Email,Building or landscape research,15,2020-06-05
2020-06-05 11:16:01,2020-06-05,Public,Telephone,Legal research,5,2020-06-05
2020-06-05 11:20:18,2020-06-05,Public,Email,Building or landscape research,15,2020-06-05
2020-06-05 13:38:48,2020-06-05,Public,Email,Building or landscape research,60,2020-06-05
2020-06-05 13:40:37,2020-06-05,Public,Email,Building or landscape research,45,2020-06-05
2020-06-05 15:04:03,2020-06-03,Public,Email,Legal research,45,2020-06-05
2020-06-05 15:05:59,2020-06-05,Public,Email,Building or landscape research,30,2020-06-05
2020-06-05 15:40:12,2020-06-05,Public,Email,Building or landscape research,10,2020-06-05
2020-06-05 15:54:55,2020-06-05,Public,Email,Film (documentary or feature),15,2020-06-05
2020-06-08 9:59:59,2020-06-08,Public,Telephone,Other,5,2020-06-08
2020-06-08 10:48:56,2020-06-08,Public,Email,Genealogy,10,2020-06-08
2020-06-08 15:00:14,2020-06-08,Public,Telephone,Other,5,2020-06-08
2020-06-08 15:00:49,2020-06-08,Public,Telephone,Other,5,2020-06-08
2020-06-08 15:01:36,2020-06-08,City Government Department,Email,Building or landscape research,30,2020-06-08
2020-06-08 15:02:18,2020-06-08,City Government Department,Email,Building or landscape research,10,2020-06-08
2020-06-08 15:03:21,2020-06-08,Public,Email,General historical research,60,2020-06-08
2020-06-08 16:10:42,2020-06-08,Public,Telephone,Vital records,5,2020-06-08
2020-06-09 9:49:35,2020-06-09,Public,Email,Book or academic article,10,2020-06-09
2020-06-09 9:50:14,2020-06-09,Public,Email,Other,5,2020-06-09
2020-06-09 10:05:15,2020-06-09,Public,Email,General historical research,5,2020-06-09
2020-06-09 10:19:59,2020-06-09,Public,Email,Genealogy,10,2020-06-09
2020-06-09 15:07:52,2020-06-09,Public,Telephone,Other,5,2020-06-09
2020-06-09 15:16:50,2020-06-09,Public,Social Media,General historical research,15,2020-06-09
